cycle,range_bin,doppler_bin,output_hex
1149805000,28,13,ff2f00e1
1149815000,28,14,ffa7ffcb
1149825000,28,15,0033ffe1
1151705000,28,16,003d005e
1151715000,28,17,0029001f
1151725000,28,18,fe0afe97
1151735000,28,19,03a900bc
1151745000,28,20,fd110232
1151755000,28,21,04f2fa62
1151765000,28,22,fb5206af
1151775000,28,23,0020fe8d
1151785000,28,24,0151fcd8
1151795000,28,25,ffe9038d
1151805000,28,26,0180005f
1151815000,28,27,fd690008
1151825000,28,28,0049fd3c
1151835000,28,29,01340172
1151845000,28,30,ffc4001f
1151855000,28,31,001eff77
1153735000,29,0,ffbfffbb
1153745000,29,1,ffb60014
1153755000,29,2,015a00f6
1153765000,29,3,fdcefe66
1153775000,29,4,03aa00ec
1153785000,29,5,fc30fd09
1153795000,29,6,024104fa
1153805000,29,7,fe94fd3a
1153815000,29,8,ff13fed1
1153825000,29,9,03520128
1153835000,29,10,fd820228
1153845000,29,11,fff8fe1a
1153855000,29,12,00e0feac
1153865000,29,13,fff00267
1153875000,29,14,ff3ffecc
1153885000,29,15,00c60092
1155765000,29,16,fff80041
1155775000,29,17,ffceffa9
1155785000,29,18,fefeffdb
1155795000,29,19,0259ffe1
1155805000,29,20,fcab00b7
1155815000,29,21,0497fdaa
1155825000,29,22,fd220443
1155835000,29,23,ff5afccf
1155845000,29,24,000a0085
1155855000,29,25,00b000bd
1155865000,29,26,016401b9
1155875000,29,27,fe41fe3f
1155885000,29,28,fdf7ff6f
1155895000,29,29,02cbff50
1155905000,29,30,fef000d5
1155915000,29,31,0034ff79
1157795000,30,0,ffdd0057
1157805000,30,1,0075ffc7
1157815000,30,2,0036013c
1157825000,30,3,feb5fdc7
1157835000,30,4,01bd01c1
1157845000,30,5,0076fdc5
1157855000,30,6,fcda0353
1157865000,30,7,03bffc6e
1157875000,30,8,fad30143
1157885000,30,9,04ab0079
1157895000,30,10,ff8001b2
1157905000,30,11,fd75fccd
1157915000,30,12,01030209
1157925000,30,13,013eff1f
1157935000,30,14,ff18014b
1157945000,30,15,002bfeea
1159825000,30,16,002e000e
1159835000,30,17,ff63ff98
1159845000,30,18,ff8f0054
1159855000,30,19,0335feae
1159865000,30,20,fb7a0299
1159875000,30,21,032bfd37
1159885000,30,22,feaa0382
1159895000,30,23,fec4fc50
1159905000,30,24,01920102
1159915000,30,25,ff8900a2
1159925000,30,26,00a10008
1159935000,30,27,009dff9e
1159945000,30,28,ffde00b3
1159955000,30,29,0109ffb3
1159965000,30,30,fda600a6
1159975000,30,31,00c2ff60
1161855000,31,0,fff10033
1161865000,31,1,0012ffd8
1161875000,31,2,ffee0093
1161885000,31,3,ff19001c
1161895000,31,4,0395fe57
1161905000,31,5,fae50062
1161915000,31,6,042f0363
1161925000,31,7,fcfdfb38
1161935000,31,8,017b047f
1161945000,31,9,00c0fa86
1161955000,31,10,00b20493
1161965000,31,11,fb8dff2a
1161975000,31,12,0337fe17
1161985000,31,13,00d9020c
1161995000,31,14,fe79ff0f
1162005000,31,15,004dfffe
1163885000,31,16,000e0069
1163895000,31,17,0045ff2a
1163905000,31,18,00e20099
1163915000,31,19,ff7cff35
1163925000,31,20,00f10213
1163935000,31,21,fdfdfe6c
1163945000,31,22,009a0043
1163955000,31,23,ff70002c
1163965000,31,24,0016febf
1163975000,31,25,03bd00d8
1163985000,31,26,fdc6feff
1163995000,31,27,ff680203
1164005000,31,28,008ffe79
1164015000,31,29,0029011e
1164025000,31,30,ffcaffb9
1164035000,31,31,ff94ff78
1165915000,32,0,ffe8ffde
1165925000,32,1,00830067
1165935000,32,2,febeff5b
1165945000,32,3,00930044
1165955000,32,4,01a30195
1165965000,32,5,fd10fb4d
1165975000,32,6,02cf0598
1165985000,32,7,fc48fe13
1165995000,32,8,03b2fee8
1166005000,32,9,fe49fe85
1166015000,32,10,01c804df
1166025000,32,11,fabbfe5a
1166035000,32,12,069bfd5d
1166045000,32,13,fdb4029f
1166055000,32,14,ff5bfeb6
1166065000,32,15,00520037
1167945000,32,16,0047007a
1167955000,32,17,ff92001f
1167965000,32,18,0021fe61
1167975000,32,19,00d601d7
1167985000,32,20,fe89ffa1
1167995000,32,21,039ffe59
1168005000,32,22,fd410251
1168015000,32,23,ff00ff6c
1168025000,32,24,019f00a2
1168035000,32,25,fc8c0037
1168045000,32,26,028bfcc3
1168055000,32,27,002e0401
1168065000,32,28,ffb9fa03
1168075000,32,29,004304bd
1168085000,32,30,fff3fed3
1168095000,32,31,0004ffb8
1169975000,33,0,ff98001a
1169985000,33,1,0046000d
1169995000,33,2,007800ed
1170005000,33,3,fe45fdec
1170015000,33,4,01d3025e
1170025000,33,5,ff9dfce4
1170035000,33,6,00530406
1170045000,33,7,feb3fdd3
1170055000,33,8,ffb6fe8c
1170065000,33,9,02260183
1170075000,33,10,00200221
1170085000,33,11,fc7ffc00
1170095000,33,12,02f30278
1170105000,33,13,ff93ffac
1170115000,33,14,ffa1ffc8
1170125000,33,15,004dffc9
1172005000,33,16,002bffef
1172015000,33,17,fff80068
1172025000,33,18,ffbeff56
1172035000,33,19,ffd6ffe5
1172045000,33,20,00640035
1172055000,33,21,019dfd86
1172065000,33,22,0177043c
1172075000,33,23,fd51fe7b
1172085000,33,24,fddd0105
1172095000,33,25,0290ff2a
1172105000,33,26,0198fdd4
1172115000,33,27,fde60425
1172125000,33,28,000cfb3b
1172135000,33,29,01830388
1172145000,33,30,fee3fe1e
1172155000,33,31,00630083
1174035000,34,0,ff890020
1174045000,34,1,ffacfeec
1174055000,34,2,00ae0240
1174065000,34,3,fee9ff13
1174075000,34,4,00f9ff24
1174085000,34,5,016e0090
1174095000,34,6,fe400136
1174105000,34,7,0030fe33
1174115000,34,8,0055ff72
1174125000,34,9,ff4800d8
1174135000,34,10,01bc0054
1174145000,34,11,fd230117
1174155000,34,12,021dfdd6
1174165000,34,13,0072004c
1174175000,34,14,fdca00da
1174185000,34,15,0188ffd3
1176065000,34,16,ffed0025
1176075000,34,17,00380027
1176085000,34,18,ff1efec8
1176095000,34,19,02300132
1176105000,34,20,fd03fe0e
1176115000,34,21,03cf0302
1176125000,34,22,ff66feee
1176135000,34,23,fce0ff57
1176145000,34,24,022dfeab
1176155000,34,25,fe9c00f1
1176165000,34,26,0306018e
1176175000,34,27,fd48fed4
1176185000,34,28,0027fed6
1176195000,34,29,0219ff3a
1176205000,34,30,feba0138
1176215000,34,31,0074ff7f
1178095000,35,0,ff71ff74
1178105000,35,1,00aa00bb
1178115000,35,2,fefa0011
1178125000,35,3,0013fdb0
1178135000,35,4,017e029b
1178145000,35,5,fdd8fe39
1178155000,35,6,004403c6
1178165000,35,7,006afc15
1178175000,35,8,01d301d2
1178185000,35,9,fe88fec1
1178195000,35,10,002002ed
1178205000,35,11,ffb3fbe0
1178215000,35,12,0152027b
1178225000,35,13,ff0eff97
1178235000,35,14,ffa6fed8
1178245000,35,15,00a00117
1180125000,35,16,00450015
1180135000,35,17,ffbd0082
1180145000,35,18,00aafe2d
1180155000,35,19,fe9e01e5
1180165000,35,20,01bfffe3
1180175000,35,21,ff5afcc6
1180185000,35,22,0197050c
1180195000,35,23,fddffce8
1180205000,35,24,02190113
1180215000,35,25,ff01003c
1180225000,35,26,005effb3
1180235000,35,27,fed202b7
1180245000,35,28,ff57fad9
1180255000,35,29,0300020c
1180265000,35,30,fee50078
1180275000,35,31,ffe1ff94
1182155000,36,0,ff66ffd6
1182165000,36,1,005e0069
1182175000,36,2,00180121
1182185000,36,3,ff51fd3b
1182195000,36,4,00ff0275
1182205000,36,5,00b1fc49
1182215000,36,6,fda70631
1182225000,36,7,01fffb10
1182235000,36,8,fcfc0022
1182245000,36,9,038e00cf
1182255000,36,10,ffb002c7
1182265000,36,11,fc29fd33
1182275000,36,12,0467000f
1182285000,36,13,fe470083
1182295000,36,14,ffb90033
1182305000,36,15,00b3ffb6
1184185000,36,16,ffe0ffe6
1184195000,36,17,007c00b7
1184205000,36,18,fe2dfe50
1184215000,36,19,012800a3
1184225000,36,20,0212ffe7
1184235000,36,21,001200b9
1184245000,36,22,fd2b0028
1184255000,36,23,0043ff31
1184265000,36,24,0184ff22
1184275000,36,25,00a802f1
1184285000,36,26,fdc3fc78
1184295000,36,27,01ee0489
1184305000,36,28,fe3efaa1
1184315000,36,29,0196021f
1184325000,36,30,ff89ff60
1184335000,36,31,00630043
1186215000,37,0,000affe9
1186225000,37,1,ff65ffa8
1186235000,37,2,014f00c7
1186245000,37,3,fdf4fdc2
1186255000,37,4,02f60362
1186265000,37,5,fc6afb85
1186275000,37,6,00ce03e7
1186285000,37,7,009f0006
1186295000,37,8,ffe6fdcf
1186305000,37,9,014f0148
1186315000,37,10,ff51011b
1186325000,37,11,fd06fe1e
1186335000,37,12,0426008e
1186345000,37,13,ff82010b
1186355000,37,14,fe66fe97
1186365000,37,15,00e70092
1188245000,37,16,0007001a
1188255000,37,17,ff8100fb
1188265000,37,18,ffcffdd3
1188275000,37,19,ff4401f5
1188285000,37,20,01b0fffd
1188295000,37,21,ffd1fcfe
1188305000,37,22,01960329
1188315000,37,23,fce40056
1188325000,37,24,000d001c
1188335000,37,25,003dfef5
1188345000,37,26,021fff49
1188355000,37,27,ff18039d
1188365000,37,28,fed4fc05
1188375000,37,29,0119014e
1188385000,37,30,ff54004b
1188395000,37,31,0078ffa4
1190275000,38,0,ffd30016
1190285000,38,1,0039005e
1190295000,38,2,0045ff5a
1190305000,38,3,ff0400fc
1190315000,38,4,00590050
1190325000,38,5,02eafc49
1190335000,38,6,fd6106e3
1190345000,38,7,0057f882
1190355000,38,8,fdbf02a0
1190365000,38,9,04050090
1190375000,38,10,fd11018c
1190385000,38,11,0126fdca
1190395000,38,12,ff4500c2
1190405000,38,13,00b0ff75
1190415000,38,14,ffc900f7
1190425000,38,15,fff7ff84
1192305000,38,16,ffdb0088
1192315000,38,17,ff48ff1b
1192325000,38,18,01a3005b
1192335000,38,19,ff90ff88
1192345000,38,20,ffdfffd0
1192355000,38,21,feb30132
1192365000,38,22,fff8fe0d
1192375000,38,23,0372026a
1192385000,38,24,fc99fd54
1192395000,38,25,02b40219
1192405000,38,26,fcef01ad
1192415000,38,27,0072fbe4
1192425000,38,28,000900e4
1192435000,38,29,0185fffe
1192445000,38,30,fef2006b
1192455000,38,31,0090ff56
1194335000,39,0,ffff0000
1194345000,39,1,ff74ff32
1194355000,39,2,ffe00265
1194365000,39,3,014afcea
1194375000,39,4,fe6b02f2
1194385000,39,5,0029fd64
1194395000,39,6,02de029f
1194405000,39,7,fc66ffea
1194415000,39,8,00b7fd56
1194425000,39,9,030e0016
1194435000,39,10,fdca047d
1194445000,39,11,ff0afb80
1194455000,39,12,0223004c
1194465000,39,13,fee100cc
1194475000,39,14,ff44fff3
1194485000,39,15,00aa002c
1196365000,39,16,0003ffc3
1196375000,39,17,ff88006a
1196385000,39,18,fff7fe92
1196395000,39,19,01580227
1196405000,39,20,fddcff74
1196415000,39,21,0232fd48
1196425000,39,22,ffc70310
1196435000,39,23,fd6e00e5
1196445000,39,24,01cdfda5
1196455000,39,25,fe0aff44
1196465000,39,26,0385007a
1196475000,39,27,ff8c019b
1196485000,39,28,ffb4fee8
1196495000,39,29,0100fffe
1196505000,39,30,fdfd0058
1196515000,39,31,014affbd
1198395000,40,0,ffd5ffe3
1198405000,40,1,ff640009
1198415000,40,2,016a004e
1198425000,40,3,fe1afebc
1198435000,40,4,01930143
1198445000,40,5,fe5efceb
1198455000,40,6,01410677
1198465000,40,7,fe53fc03
1198475000,40,8,00e7fe2b
1198485000,40,9,01a802bb
1198495000,40,10,fef2010c
1198505000,40,11,fcd2fe5c
1198515000,40,12,05510063
1198525000,40,13,fdd6ff99
1198535000,40,14,ffc3002b
1198545000,40,15,0081ffed
1200425000,40,16,00510014
1200435000,40,17,ffa90113
1200445000,40,18,fe85fda4
1200455000,40,19,01e30148
1200465000,40,20,ff6a0108
1200475000,40,21,0331fc31
1200485000,40,22,fca604b0
1200495000,40,23,0149ff87
1200505000,40,24,fc2fff0a
1200515000,40,25,04e100f7
1200525000,40,26,fdf9fe98
1200535000,40,27,003d0292
1200545000,40,28,0056fb82
1200555000,40,29,00d502fd
1200565000,40,30,ff5cffa4
1200575000,40,31,0047ffaf
1202455000,41,0,000aff6d
1202465000,41,1,002c00b2
1202475000,41,2,fdfe0089
1202485000,41,3,02c7fdd6
1202495000,41,4,ff23020b
1202505000,41,5,ff69ff61
1202515000,41,6,00840014
1202525000,41,7,0004ff34
1202535000,41,8,fe6201b5
1202545000,41,9,023afc64
1202555000,41,10,fdac05a3
1202565000,41,11,0351fd02
1202575000,41,12,fd6dffe7
1202585000,41,13,0131ffd5
1202595000,41,14,ffe60014
1202605000,41,15,ffd40040
1204485000,41,16,0014001a
1204495000,41,17,00affff2
1204505000,41,18,ff72ff52
1204515000,41,19,00e501df
1204525000,41,20,fe6d009c
1204535000,41,21,02bffdb2
1204545000,41,22,fb39020f
1204555000,41,23,03d3fbfd
1204565000,41,24,ff4602e8
1204575000,41,25,003f0212
1204585000,41,26,fec6fd6c
1204595000,41,27,0305014b
1204605000,41,28,fe39fec6
1204615000,41,29,006b016a
1204625000,41,30,0017ff87
1204635000,41,31,fff3ffc1
1206515000,42,0,ffe80016
1206525000,42,1,ffb7fff5
1206535000,42,2,002bfff0
1206545000,42,3,008b007c
1206555000,42,4,fdf3ff4c
1206565000,42,5,026cffce
1206575000,42,6,fe88022e
1206585000,42,7,ffbbfe7f
1206595000,42,8,00a4ff9a
1206605000,42,9,ff8b0111
1206615000,42,10,02730186
1206625000,42,11,fe55fc94
1206635000,42,12,ff3902dc
1206645000,42,13,020afc5c
1206655000,42,14,fea2030c
1206665000,42,15,002dfeb9
1208545000,42,16,0062ffd7
1208555000,42,17,ffe800f4
1208565000,42,18,002bfd60
1208575000,42,19,0061037e
1208585000,42,20,ff64ff4b
1208595000,42,21,016cfe1f
1208605000,42,22,feb101d3
1208615000,42,23,fe07ff6d
1208625000,42,24,01d8fe47
1208635000,42,25,01e001ec
1208645000,42,26,ff7ffed0
1208655000,42,27,0077036e
1208665000,42,28,ff72fcdf
1208675000,42,29,002c0089
1208685000,42,30,0075011d
1208695000,42,31,ffa1ff67
1210575000,43,0,0003ffd0
1210585000,43,1,ffaeffef
1210595000,43,2,ff7e0061
1210605000,43,3,00d8fe2c
1210615000,43,4,ff4103d7
1210625000,43,5,0115fcc3
1210635000,43,6,000302ce
1210645000,43,7,ff86fd2e
1210655000,43,8,ffd5002c
1210665000,43,9,ff9a00b7
1210675000,43,10,016c0271
1210685000,43,11,ffa6fbe6
1210695000,43,12,ff0302a9
1210705000,43,13,005bfe53
1210715000,43,14,00a700bc
1210725000,43,15,ff94002c
1212605000,43,16,ffe10066
1212615000,43,17,00b2ff8e
1212625000,43,18,ff0fff37
1212635000,43,19,03b001ca
1212645000,43,20,fa370080
1212655000,43,21,0415ff3a
1212665000,43,22,fdba00c9
1212675000,43,23,00a8ff23
1212685000,43,24,0099fe6c
1212695000,43,25,fe4e026a
1212705000,43,26,0389ff31
1212715000,43,27,ff100032
1212725000,43,28,fecf0016
1212735000,43,29,013f002e
1212745000,43,30,ffb6ffe7
1212755000,43,31,fffcffa1
1214635000,44,0,fff0ffcd
1214645000,44,1,ffb1ffe2
1214655000,44,2,0023013e
1214665000,44,3,0049fd56
1214675000,44,4,fefd02aa
1214685000,44,5,016efc97
1214695000,44,6,fda506ab
1214705000,44,7,017cfafa
1214715000,44,8,ffbefeff
1214725000,44,9,024303a8
1214735000,44,10,fd4b0118
1214745000,44,11,0137fa0a
1214755000,44,12,004904da
1214765000,44,13,ff9afd63
1214775000,44,14,0019010f
1214785000,44,15,ffe8ffc2
1216665000,44,16,00510058
1216675000,44,17,ffd3ffb3
1216685000,44,18,fe19feef
1216695000,44,19,0560012f
1216705000,44,20,fadd000c
1216715000,44,21,04e5ff84
1216725000,44,22,fba502a8
1216735000,44,23,0192fe06
1216745000,44,24,012f0028
1216755000,44,25,fdb50175
1216765000,44,26,025fffd7
1216775000,44,27,fe9c010f
1216785000,44,28,ff8ffdc0
1216795000,44,29,025700f0
1216805000,44,30,fe870026
1216815000,44,31,004effb0
1218695000,45,0,003a0037
1218705000,45,1,ffefffbf
1218715000,45,2,ffbb010a
1218725000,45,3,0048fe1d
1218735000,45,4,00f202c1
1218745000,45,5,00bffc9e
1218755000,45,6,fc1a0212
1218765000,45,7,049eff16
1218775000,45,8,faac0095
1218785000,45,9,0429ff07
1218795000,45,10,00fb022c
1218805000,45,11,fbbefe05
1218815000,45,12,01cc00ff
1218825000,45,13,00f1fec4
1218835000,45,14,ffa40194
1218845000,45,15,ff7cff38
1220725000,45,16,00110032
1220735000,45,17,ffef002a
1220745000,45,18,fe04feb5
1220755000,45,19,0524006f
1220765000,45,20,fb7e002b
1220775000,45,21,02baff58
1220785000,45,22,fdbd0209
1220795000,45,23,00a2ffa9
1220805000,45,24,01adfdc2
1220815000,45,25,ff5702b2
1220825000,45,26,012c0011
1220835000,45,27,fc74ffd5
1220845000,45,28,0094fdf5
1220855000,45,29,02ac00e0
1220865000,45,30,fe73ffe5
1220875000,45,31,004aff97
1222755000,46,0,004d002c
1222765000,46,1,ffa60003
1222775000,46,2,ffec00a5
1222785000,46,3,00f5fe99
1222795000,46,4,feb10131
1222805000,46,5,01befd29
1222815000,46,6,ff390358
1222825000,46,7,fd44fe78
1222835000,46,8,0081ffaa
1222845000,46,9,040c00c9
1222855000,46,10,fc8c0201
1222865000,46,11,005bfc8b
1222875000,46,12,011d02f1
1222885000,46,13,fefcfddf
1222895000,46,14,013b01b2
1222905000,46,15,ff78fee8
1224785000,46,16,001d0038
1224795000,46,17,ff40ffd6
1224805000,46,18,0014ff80
1224815000,46,19,028c0026
1224825000,46,20,fc840238
1224835000,46,21,0133fe53
1224845000,46,22,ff51ffba
1224855000,46,23,ff8b0092
1224865000,46,24,ff67fdba
1224875000,46,25,012204a0
1224885000,46,26,028cfc26
1224895000,46,27,fd4e0318
1224905000,46,28,00e4fdd2
1224915000,46,29,ff7f01ff
1224925000,46,30,ff73ff14
1224935000,46,31,0067ffd8
1226815000,47,0,ffc2ff48
1226825000,47,1,00220101
1226835000,47,2,ff27ff27
1226845000,47,3,ff78ffdf
1226855000,47,4,02df00cc
1226865000,47,5,fd48ffbf
1226875000,47,6,ff750058
1226885000,47,7,03e4ffe9
1226895000,47,8,fb0c0142
1226905000,47,9,047cfcaf
1226915000,47,10,fddf0323
1226925000,47,11,0176ff93
1226935000,47,12,fe17fe82
1226945000,47,13,024a0049
1226955000,47,14,fdc9ff7e
1226965000,47,15,00f600f5
1228845000,47,16,0030006e
1228855000,47,17,001fffed
1228865000,47,18,ffe7ff47
1228875000,47,19,00320034
1228885000,47,20,ffb60096
1228895000,47,21,0256fff2
1228905000,47,22,fe25ff78
1228915000,47,23,ffff0284
1228925000,47,24,fe4afc0a
1228935000,47,25,0251024b
1228945000,47,26,fed90097
1228955000,47,27,0024fbe6
1228965000,47,28,02d8031a
1228975000,47,29,fddafe22
1228985000,47,30,00f3020a
1228995000,47,31,ff7bfebe
1230875000,48,0,ffe20004
1230885000,48,1,ffbeffd6
1230895000,48,2,006c0103
1230905000,48,3,ff19fd4a
1230915000,48,4,02e103cd
1230925000,48,5,f9dcfac1
1230935000,48,6,05420571
1230945000,48,7,fccdffaa
1230955000,48,8,025afbb4
1230965000,48,9,ffbc03b6
1230975000,48,10,003c0071
1230985000,48,11,fd07fe18
1230995000,48,12,039bff83
1231005000,48,13,fff60217
1231015000,48,14,fe26fec3
1231025000,48,15,00ffffe0
1232905000,48,16,0025006b
1232915000,48,17,ffae003d
1232925000,48,18,ff77fdd0
1232935000,48,19,029e01f6
1232945000,48,20,fbc50040
1232955000,48,21,0730fdb5
1232965000,48,22,fa2c0429
1232975000,48,23,019afef3
1232985000,48,24,ff11ffb9
1232995000,48,25,fe500163
1233005000,48,26,0229fea4
1233015000,48,27,ff4801f6
1233025000,48,28,0055fcac
1233035000,48,29,002e01fb
1233045000,48,30,ffcc008b
1233055000,48,31,002cff49
1234935000,49,0,ffeb0016
1234945000,49,1,ffa2ff43
1234955000,49,2,0016022c
1234965000,49,3,000ffc6b
1234975000,49,4,00720317
1234985000,49,5,ff19fe6a
1234995000,49,6,01950056
1235005000,49,7,fc0c0137
1235015000,49,8,039dfeec
1235025000,49,9,0064fe79
1235035000,49,10,ff6a03f8
1235045000,49,11,fc8dfd5f
1235055000,49,12,045aff6f
1235065000,49,13,ff050246
1235075000,49,14,ff6ffe16
1235085000,49,15,005c007b
1236965000,49,16,0061001c
1236975000,49,17,00900127
1236985000,49,18,fdf7fdd8
1236995000,49,19,020601ef
1237005000,49,20,fe590027
1237015000,49,21,03aafdcb
1237025000,49,22,fbde02b4
1237035000,49,23,0229fe86
1237045000,49,24,fce9ff5e
1237055000,49,25,0426ff9f
1237065000,49,26,00b10038
1237075000,49,27,fe8a0311
1237085000,49,28,0105fc33
1237095000,49,29,ff680223
1237105000,49,30,0022fff8
1237115000,49,31,ffbfff46
1238995000,50,0,ffff0000
1239005000,50,1,fffd0065
1239015000,50,2,fe60ff96
1239025000,50,3,01f4ff33
1239035000,50,4,ff5f01a9
1239045000,50,5,ff1b005a
1239055000,50,6,00aafe4c
1239065000,50,7,00da017a
1239075000,50,8,fe7b01b8
1239085000,50,9,020bfb23
1239095000,50,10,00cc03de
1239105000,50,11,fc7cfd8b
1239115000,50,12,01eb0273
1239125000,50,13,0021fd56
1239135000,50,14,ffd601ac
1239145000,50,15,0002ff50
1241025000,50,16,ffd40001
1241035000,50,17,00980074
1241045000,50,18,ffc3ff1c
1241055000,50,19,fe8a01b9
1241065000,50,20,02e3fefc
1241075000,50,21,fe880004
1241085000,50,22,ffee014d
1241095000,50,23,fdcffcc9
1241105000,50,24,03ba015f
1241115000,50,25,fda600ca
1241125000,50,26,03a1feb8
1241135000,50,27,ff440373
1241145000,50,28,feebfcc0
1241155000,50,29,ff26011e
1241165000,50,30,016affc3
1241175000,50,31,ffef000b
1243055000,51,0,ff95ffdc
1243065000,51,1,005effc4
1243075000,51,2,00cc013a
1243085000,51,3,fedfffb8
1243095000,51,4,ff2ffe5d
1243105000,51,5,0267ff40
1243115000,51,6,fe5e0452
1243125000,51,7,ffbcfe85
1243135000,51,8,01dbfcb8
1243145000,51,9,fce00340
1243155000,51,10,045cfe5c
1243165000,51,11,fb2f00b8
1243175000,51,12,03c10153
1243185000,51,13,fdb7fdd4
1243195000,51,14,01a200f4
1243205000,51,15,ff52ffd3
1245085000,51,16,ffe7005e
1245095000,51,17,00ef00b9
1245105000,51,18,fdc9fdf0
1245115000,51,19,012900cb
1245125000,51,20,0153ff2d
1245135000,51,21,ff5901a6
1245145000,51,22,012cff2d
1245155000,51,23,fdff0139
1245165000,51,24,038ffe96
1245175000,51,25,fc45033b
1245185000,51,26,0017fbe6
1245195000,51,27,021d0287
1245205000,51,28,fff7fdab
1245215000,51,29,ffd302a6
1245225000,51,30,ffccfe69
1245235000,51,31,0063ffdd
1247115000,52,0,ffeb000c
1247125000,52,1,ffc5ff9b
1247135000,52,2,0119018a
1247145000,52,3,fe25fe59
1247155000,52,4,024fffc6
1247165000,52,5,fe4a018f
1247175000,52,6,0198fefd
1247185000,52,7,fe620232
1247195000,52,8,0159f8d8
1247205000,52,9,fd550759
1247215000,52,10,0439fddc
1247225000,52,11,faa10121
1247235000,52,12,04b9fd8a
1247245000,52,13,fea00125
1247255000,52,14,ff420039
1247265000,52,15,005cffdc
1249145000,52,16,ffce000d
1249155000,52,17,0040005f
1249165000,52,18,ff52fdae
1249175000,52,19,015901bb
1249185000,52,20,ff5901a1
1249195000,52,21,ffdefc9f
1249205000,52,22,014500ab
1249215000,52,23,feff01cf
1249225000,52,24,fff4fd41
1249235000,52,25,01f605d1
1249245000,52,26,fc22fc44
1249255000,52,27,02b701c9
1249265000,52,28,fe3dfc05
1249275000,52,29,01b80151
1249285000,52,30,ffaf00e7
1249295000,52,31,0005ff45
1251175000,53,0,ffd5ff7e
1251185000,53,1,00150073
1251195000,53,2,00600011
1251205000,53,3,ff29fec9
1251215000,53,4,031d00ea
1251225000,53,5,f8e9fdf5
1251235000,53,6,06880243
1251245000,53,7,fcd7001d
1251255000,53,8,01ebffc6
1251265000,53,9,fcb5fe55
1251275000,53,10,023201bf
1251285000,53,11,00a5fffd
1251295000,53,12,fec7009a
1251305000,53,13,00cdff87
1251315000,53,14,ffd2ff05
1251325000,53,15,004b00f9
1253205000,53,16,ffd9001c
1253215000,53,17,008e0077
1253225000,53,18,fdc60003
1253235000,53,19,0103ff1e
1253245000,53,20,009effd8
1253255000,53,21,0165fff0
1253265000,53,22,fc570173
1253275000,53,23,000eff47
1253285000,53,24,02ab008a
1253295000,53,25,ff4eff17
1253305000,53,26,ffb40171
1253315000,53,27,00c7ff48
1253325000,53,28,fe6a0086
1253335000,53,29,013b0076
1253345000,53,30,fe6bffbd
1253355000,53,31,0104ff87
1255235000,54,0,ffcffffa
1255245000,54,1,0092005b
1255255000,54,2,fef2ff27
1255265000,54,3,015800c7
1255275000,54,4,fef900bd
1255285000,54,5,0173fbd0
1255295000,54,6,fef104d5
1255305000,54,7,fedafe6c
1255315000,54,8,0021fffa
1255325000,54,9,03e4fd41
1255335000,54,10,fbea0515
1255345000,54,11,0056fbc9
1255355000,54,12,001b020b
1255365000,54,13,019f0044
1255375000,54,14,fea7ff0b
1255385000,54,15,0078007c
1257265000,54,16,006d0046
1257275000,54,17,fff3ffbb
1257285000,54,18,ff59005a
1257295000,54,19,012cff7a
1257305000,54,20,ff6aff8a
1257315000,54,21,ff870228
1257325000,54,22,ff2ffd09
1257335000,54,23,019900b2
1257345000,54,24,fc1d0028
1257355000,54,25,04c9fff1
1257365000,54,26,fd8d00c6
1257375000,54,27,0210fd90
1257385000,54,28,fe7400f0
1257395000,54,29,006d0118
1257405000,54,30,ffbbffc7
1257415000,54,31,ff73ff40
1259295000,55,0,fff7ffd3
1259305000,55,1,ff820066
1259315000,55,2,0168ff3d
1259325000,55,3,fef000d3
1259335000,55,4,00fafed3
1259345000,55,5,fef2ff09
1259355000,55,6,ffd9041d
1259365000,55,7,0164fcd2
1259375000,55,8,fc85fe1f
1259385000,55,9,06d80302
1259395000,55,10,f7c200ab
1259405000,55,11,03fefda3
1259415000,55,12,ff7601b7
1259425000,55,13,0174ffcb
1259435000,55,14,fe51ff7f
1259445000,55,15,00ae007c
1261325000,55,16,fefcffb0
1261335000,55,17,00df009b
1261345000,55,18,fe24ff54
1261355000,55,19,01a6ff03
1261365000,55,20,ff630003
1261375000,55,21,02aa008d
1261385000,55,22,fb3102d2
1261395000,55,23,02dbfd9a
1261405000,55,24,ff9c0134
1261415000,55,25,fef7fda7
1261425000,55,26,019401c6
1261435000,55,27,fff4006b
1261445000,55,28,fe39fef5
1261455000,55,29,01c0ff39
1261465000,55,30,ff130090
1261475000,55,31,011b0018
1263355000,56,0,ffb40029
1263365000,56,1,ffa5feba
1263375000,56,2,00720358
1263385000,56,3,ff0bfc06
1263395000,56,4,02050139
1263405000,56,5,fc70ff80
1263415000,56,6,01c00275
1263425000,56,7,007a014b
1263435000,56,8,feacfb25
1263445000,56,9,03150268
1263455000,56,10,fe4400f2
1263465000,56,11,fe6f0044
1263475000,56,12,029ffd85
1263485000,56,13,ffa6014e
1263495000,56,14,fec6000d
1263505000,56,15,00fcffa3
1265385000,56,16,000e003d
1265395000,56,17,fffb0027
1265405000,56,18,ffa0fdd3
1265415000,56,19,00df02f1
1265425000,56,20,ff21001c
1265435000,56,21,04d4fccd
1265445000,56,22,f947059a
1265455000,56,23,02fefd25
1265465000,56,24,fe8400a9
1265475000,56,25,00d1005d
1265485000,56,26,0110ffed
