bin,range_profile_i,range_profile_q
1877,-14,-8
1878,-14,-9
1879,-14,-9
1880,-14,-9
1881,-14,-9
1882,-14,-9
1883,-14,-10
1884,-13,-10
1885,-13,-10
1886,-13,-10
1887,-13,-10
1888,-13,-11
1889,-13,-11
1890,-13,-11
1891,-12,-11
1892,-12,-11
1893,-12,-12
1894,-12,-12
1895,-12,-12
1896,-12,-12
1897,-11,-12
1898,-11,-12
1899,-11,-13
1900,-11,-13
1901,-11,-13
1902,-10,-13
1903,-10,-13
1904,-10,-13
1905,-10,-13
1906,-10,-14
1907,-9,-14
1908,-9,-14
1909,-9,-14
1910,-9,-14
1911,-9,-14
1912,-8,-14
1913,-8,-15
1914,-8,-15
1915,-8,-15
1916,-7,-15
1917,-7,-15
1918,-7,-15
1919,-7,-15
1920,-7,-15
1921,-6,-15
1922,-6,-15
1923,-6,-16
1924,-6,-16
1925,-5,-16
1926,-5,-16
1927,-5,-16
1928,-5,-16
1929,-5,-16
1930,-4,-16
1931,-4,-16
1932,-4,-16
1933,-4,-16
1934,-3,-16
1935,-3,-16
1936,-3,-16
1937,-3,-16
1938,-2,-16
1939,-2,-16
1940,-2,-16
1941,-2,-16
1942,-1,-16
1943,-1,-16
1944,-1,-16
1945,-1,-16
1946,0,-16
1947,0,-16
1948,0,-16
1949,0,-16
1950,1,-16
1951,1,-16
1952,1,-16
1953,1,-16
1954,2,-16
1955,2,-16
1956,2,-16
1957,2,-16
1958,3,-16
1959,3,-16
1960,3,-16
1961,3,-16
1962,4,-16
1963,4,-16
1964,4,-16
1965,4,-16
1966,4,-16
1967,5,-16
1968,5,-16
1969,5,-15
1970,5,-15
1971,6,-15
1972,6,-15
1973,6,-15
1974,6,-15
1975,7,-15
1976,7,-15
1977,7,-15
1978,7,-15
1979,7,-14
1980,8,-14
1981,8,-14
1982,8,-14
1983,8,-14
1984,8,-14
1985,9,-14
1986,9,-14
1987,9,-13
1988,9,-13
1989,9,-13
1990,10,-13
1991,10,-13
1992,10,-13
1993,10,-12
1994,10,-12
1995,11,-12
1996,11,-12
1997,11,-12
1998,11,-12
1999,11,-11
2000,11,-11
2001,12,-11
2002,12,-11
2003,12,-11
2004,12,-10
2005,12,-10
2006,12,-10
2007,12,-10
2008,13,-10
2009,13,-10
2010,13,-9
2011,13,-9
2012,13,-9
2013,13,-9
2014,13,-8
2015,14,-8
2016,14,-8
2017,14,-8
2018,14,-8
2019,14,-7
2020,14,-7
2021,14,-7
2022,14,-7
2023,14,-6
2024,14,-6
2025,15,-6
2026,15,-6
2027,15,-6
2028,15,-5
2029,15,-5
2030,15,-5
2031,15,-5
2032,15,-4
2033,15,-4
2034,15,-4
2035,15,-4
2036,15,-3
2037,15,-3
2038,15,-3
2039,15,-3
2040,15,-2
2041,15,-2
2042,15,-2
2043,16,-2
2044,16,-1
2045,16,-1
2046,16,-1
2047,16,-1
